3.000000000000000076e-05 1.278143336383898401e+02
3.003994461589774471e-05 1.279788386879671975e+02
3.007994241754013238e-05 1.281435554465556663e+02
3.011999347574329235e-05 1.283084841863960435e+02
3.016009786141766522e-05 1.284736251800794946e+02
3.020025564556808834e-05 1.286389787005462892e+02
3.024046689929394825e-05 1.288045450210886429e+02
3.028073169378930608e-05 1.289703244153485571e+02
3.032105010034301271e-05 1.291363171573186150e+02
3.036142219033882396e-05 1.293025235213459041e+02
3.040184803525556667e-05 1.294689437821261038e+02
3.044232770666723350e-05 1.296355782147102502e+02
3.048286127624309815e-05 1.298024270945031731e+02
3.052344881574789833e-05 1.299694906972581805e+02
3.056409039704187640e-05 1.301367692990912417e+02
3.060478609208100301e-05 1.303042631764633938e+02
3.064553597291703129e-05 1.304719726061992446e+02
3.068634011169765269e-05 1.306398978654724203e+02
3.072719858066663256e-05 1.308080392318147176e+02
3.076811145216390496e-05 1.309763969831151940e+02
3.080907879862576241e-05 1.311449713976192299e+02
3.085010069258491014e-05 1.313137627539280743e+02
3.089117720667064899e-05 1.314827713310016293e+02
3.093230841360897031e-05 1.316519974081592750e+02
3.097349438622270504e-05 1.318214412650782208e+02
3.101473519743166600e-05 1.319911031818625986e+02
3.105603092025271565e-05 1.321609834390732203e+02
3.109738162779998296e-05 1.323310823176374811e+02
3.113878739328491756e-05 1.325014000988425380e+02
3.118024829001645923e-05 1.326719370643398577e+02
3.122176439140115302e-05 1.328426934961421466e+02
3.126333577094330513e-05 1.330136696766244597e+02
3.130496250224505748e-05 1.331848658885249677e+02
3.134664465900657062e-05 1.333562824149465484e+02
3.138838231502613895e-05 1.335279195393552243e+02
3.143017554420031949e-05 1.336997775455825206e+02
3.147202442052404026e-05 1.338718567178242154e+02
3.151392901809078325e-05 1.340441573406420446e+02
3.155588941109266577e-05 1.342166796989637305e+02
3.159790567382058946e-05 1.343894240780840903e+02
3.163997788066438946e-05 1.345623907636622789e+02
3.168210610611292918e-05 1.347355800417289799e+02
3.172429042475426978e-05 1.349089921986791865e+02
3.176653091127577854e-05 1.350826275212788801e+02
3.180882764046427121e-05 1.352564862966612793e+02
3.185118068720613394e-05 1.354305688123295113e+02
3.189359012648746561e-05 1.356048753561564411e+02
3.193605603339422688e-05 1.357794062163842739e+02
3.197857848311231476e-05 1.359541616816288752e+02
3.202115755092777266e-05 1.361291420408725230e+02
3.206379331222687846e-05 1.363043475834744243e+02
3.210648584249625975e-05 1.364797785991622447e+02
3.214923521732309032e-05 1.366554353780375948e+02
3.219204151239515789e-05 1.368313182105763133e+02
3.223490480350106070e-05 1.370074273876258815e+02
3.227782516653026842e-05 1.371837632004084355e+02
3.232080267747331869e-05 1.373603259405220172e+02
3.236383741242193233e-05 1.375371158999378451e+02
3.240692944756914208e-05 1.377141333710047206e+02
3.245007885920942131e-05 1.378913786464453892e+02
3.249328572373883997e-05 1.380688520193601221e+02
3.253655011765519323e-05 1.382465537832262896e+02
3.257987211755810996e-05 1.384244842318985889e+02
3.262325180014922214e-05 1.386026436596102656e+02
3.266668924223230035e-05 1.387810323609710110e+02
3.271018452071336224e-05 1.389596506309724191e+02
3.275373771260083511e-05 1.391384987649831828e+02
3.279734889500568468e-05 1.393175770587530735e+02
3.284101814514152351e-05 1.394968858084105534e+02
3.288474554032481430e-05 1.396764253104678914e+02
3.292853115797492408e-05 1.398561958618172127e+02
3.297237507561432752e-05 1.400361977597314933e+02
3.301627737086872209e-05 1.402164313018671749e+02
3.306023812146715007e-05 1.403968967862629142e+02
3.310425740524214762e-05 1.405775945113428236e+02
3.314833530012989383e-05 1.407585247759112690e+02
3.319247188417033274e-05 1.409396878791610845e+02
3.323666723550732914e-05 1.411210841206657278e+02
3.328092143238878383e-05 1.413027138003877212e+02
3.332523455316676908e-05 1.414845772186726265e+02
3.336960667629771841e-05 1.416666746762530238e+02
3.341403788034250788e-05 1.418490064742498191e+02
3.345852824396660519e-05 1.420315729141690326e+02
3.350307784594023906e-05 1.422143742979061471e+02
3.354768676513851446e-05 1.423974109277449713e+02
3.359235508054156166e-05 1.425806831063554796e+02
3.363708287123465143e-05 1.427641911368005196e+02
3.368187021640838479e-05 1.429479353225307818e+02
3.372671719535879465e-05 1.431319159673876982e+02
3.377162388748747453e-05 1.433161333756030729e+02
3.381659037230176835e-05 1.435005878518014413e+02
3.386161672941486524e-05 1.436852797009966594e+02
3.390670303854596899e-05 1.438702092285975027e+02
3.395184937952042001e-05 1.440553767404043981e+02
3.399705583226985116e-05 1.442407825426097361e+02
3.404232247683232332e-05 1.444264269418027311e+02
3.408764939335246765e-05 1.446123102449648172e+02
3.413303666208161437e-05 1.447984327594718366e+02
3.417848436337796891e-05 1.449847947930970804e+02
3.422399257770670681e-05 1.451713966540086176e+02
3.426956138564016344e-05 1.453582386507759452e+02
3.431519086785794921e-05 1.455453210923672316e+02
3.436088110514709862e-05 1.457326442881484354e+02
3.440663217840219903e-05 1.459202085478814297e+02
3.445244416862557361e-05 1.461080141817280094e+02
3.449831715692737623e-05 1.462960615002501470e+02
3.454425122452578115e-05 1.464843508144064685e+02
3.459024645274707795e-05 1.466728824355578240e+02
3.463630292302585442e-05 1.468616566754650137e+02
3.468242071690512537e-05 1.470506738462897545e+02
3.472859991603648844e-05 1.472399342605938273e+02
3.477484060218023933e-05 1.474294382313441361e+02
3.482114285720554794e-05 1.476191860719070803e+02
3.486750676309060073e-05 1.478091780960542110e+02
3.491393240192272265e-05 1.479994146179600421e+02
3.496041985589853977e-05 1.481898959522028179e+02
3.500696920732413516e-05 1.483806224137659626e+02
3.505358053861515729e-05 1.485715943180373415e+02
3.510025393229700976e-05 1.487628119808117901e+02
3.514698947100497331e-05 1.489542757182885566e+02
3.519378723748434808e-05 1.491459858470753375e+02
3.524064731459062303e-05 1.493379426841865438e+02
3.528756978528960469e-05 1.495301465470421078e+02
3.533455473265753914e-05 1.497225977534750996e+02
3.538160223988132884e-05 1.499152966217232290e+02
3.542871239025862751e-05 1.501082434704345587e+02
3.547588526719797563e-05 1.503014386186685556e+02
3.552312095421899699e-05 1.504948823858919695e+02
3.557041953495251386e-05 1.506885750919862517e+02
3.561778109314068928e-05 1.508825170572409320e+02
3.566520571263721005e-05 1.510767086023614070e+02
3.571269347740738158e-05 1.512711500484602141e+02
3.576024447152834475e-05 1.514658417170687414e+02
3.580785877918917073e-05 1.516607839301267688e+02
3.585553648469101690e-05 1.518559770099928130e+02
3.590327767244729619e-05 1.520514212794353170e+02
3.595108242698383298e-05 1.522471170616437632e+02
3.599895083293896475e-05 1.524430646802157980e+02
3.604688297506374533e-05 1.526392644591728356e+02
3.609487893822207365e-05 1.528357167229472111e+02
3.614293880739083610e-05 1.530324217963928390e+02
3.619106266766006908e-05 1.532293800047782213e+02
3.623925060423310136e-05 1.534265916737940643e+02
3.628750270242670314e-05 1.536240571295450650e+02
3.633581904767126222e-05 1.538217766985592618e+02
3.638419972551089923e-05 1.540197507077835724e+02
3.643264482160364377e-05 1.542179794845831680e+02
3.648115442172157673e-05 1.544164633567494604e+02
3.652972861175097260e-05 1.546152026524908649e+02
3.657836747769248244e-05 1.548141977004392231e+02
3.662707110566124904e-05 1.550134488296500308e+02
3.667583958188707635e-05 1.552129563696011019e+02
3.672467299271461242e-05 1.554127206501933074e+02
3.677357142460341722e-05 1.556127420017553504e+02
3.682253496412822005e-05 1.558130207550374564e+02
3.687156369797900093e-05 1.560135572412146132e+02
3.692065771296115995e-05 1.562143517918901523e+02
3.696981709599570708e-05 1.564154047390938160e+02
3.701904193411935016e-05 1.566167164152819851e+02
3.706833231448471182e-05 1.568182871533369109e+02
3.711768832436045145e-05 1.570201172865712635e+02
3.716711005113140743e-05 1.572222071487264259e+02
3.721659758229879373e-05 1.574245570739709024e+02
3.726615100548032184e-05 1.576271673969062022e+02
3.731577040841036337e-05 1.578300384525605580e+02
3.736545587894010597e-05 1.580331705763967705e+02
3.741520750503772271e-05 1.582365641043060407e+02
3.746502537478849402e-05 1.584402193726136545e+02
3.751490957639499747e-05 1.586441367180769930e+02
3.756486019817725683e-05 1.588483164778860726e+02
3.761487732857287758e-05 1.590527589896645964e+02
3.766496105613722990e-05 1.592574645914721714e+02
3.771511146954359097e-05 1.594624336218010967e+02
3.776532865758331432e-05 1.596676664195766762e+02
3.781561270916595189e-05 1.598731633240693384e+02
3.786596371331946403e-05 1.600789246748500716e+02
3.791638175919034826e-05 1.602849508119219308e+02
3.796686693604378837e-05 1.604912420757202653e+02
3.801741933326382381e-05 1.606977988071191135e+02
3.806803904035350555e-05 1.609046213474301794e+02
3.811872614693508581e-05 1.611117100384036291e+02
3.816948074275010615e-05 1.613190652222266976e+02
3.822030291765962109e-05 1.615266872415269575e+02
3.827119276164433364e-05 1.617345764393705281e+02
3.832215036480475116e-05 1.619427331592679877e+02
3.837317581736134119e-05 1.621511577451650510e+02
3.842426920965470765e-05 1.623598505414511521e+02
3.847543063214574669e-05 1.625688118929594737e+02
3.852666017541579577e-05 1.627780421449647008e+02
3.857795793016678953e-05 1.629875416431841018e+02
3.862932398722145625e-05 1.631973107337780959e+02
3.868075843752341955e-05 1.634073497633536647e+02
3.873226137213742876e-05 1.636176590789614522e+02
3.878383288224946735e-05 1.638282390280959362e+02
