   1.0000000474974517E-003   3.1692617279605387E-004
   1.0092529339656878E-003   3.1986713161683857E-004
   1.0185914363378509E-003   3.2285051545183206E-004
   1.0280163468081433E-003   3.2581625395599175E-004
   1.0375284649008492E-003   3.2870988201554567E-004
   1.0471285975381579E-003   3.3158439586313573E-004
   1.0568175591086206E-003   3.3454817661382572E-004
   1.0665961715362316E-003   3.3765346464943155E-004
   1.0764652643501546E-003   3.4084078936800550E-004
   1.0864256747550919E-003   3.4404387799397916E-004
   1.0964782477023056E-003   3.4725265285226079E-004
   1.1066238359612958E-003   3.5048657654189328E-004
   1.1168633001921418E-003   3.5375775720914218E-004
   1.1271975090185104E-003   3.5706306022785576E-004
   1.1376273391013466E-003   3.6039797825910717E-004
   1.1481536752132385E-003   3.6376202829443554E-004
   1.1587774103134739E-003   3.6715687227920887E-004
   1.1694994456237914E-003   3.7058365296514746E-004
   1.1803206907048315E-003   3.7404241907498245E-004
   1.1912420635332970E-003   3.7753311842469051E-004
   1.2022644905798205E-003   3.8105599055944018E-004
   1.2133889068875654E-003   3.8461143269568628E-004
   1.2246162561515425E-003   3.8819980724536191E-004
   1.2359474907986639E-003   3.9182140183503100E-004
   1.2473835720685402E-003   3.9547649753631181E-004
   1.2589254700950221E-003   3.9916540027768832E-004
   1.2705741639884999E-003   4.0288842962723972E-004
   1.2823306419189563E-003   4.0664590473812591E-004
   1.2941959011998029E-003   4.1043814359236982E-004
   1.3061709483724766E-003   4.1426546465615283E-004
   1.3182567992918279E-003   4.1812819233869340E-004
   1.3304544792122964E-003   4.2202665437327989E-004
   1.3427650228748842E-003   4.2596118059236304E-004
   1.3551894745949338E-003   4.2993210517872592E-004
   1.3677288883507202E-003   4.3393976336863745E-004
   1.3803843278728546E-003   4.3798449517598137E-004
   1.3931568667345311E-003   4.4206664332811768E-004
   1.4060475884425925E-003   4.4618655290992498E-004
   1.4190575865294468E-003   4.5034457398611838E-004
   1.4321879646458330E-003   4.5454105776692984E-004
   1.4454398366544445E-003   4.5877636035181592E-004
   1.4588143267244193E-003   4.6305084065236766E-004
   1.4723125694267056E-003   4.6736486004122715E-004
   1.4859357098303031E-003   4.7171878515416357E-004
   1.4996849035994087E-003   4.7611298383591448E-004
   1.5135613170914469E-003   4.8054782902641382E-004
   1.5275661274560147E-003   4.8502369663856038E-004
   1.5417005227347403E-003   4.8954096513871711E-004
   1.5559657019620649E-003   4.9410001852621358E-004
   1.5703628752669614E-003   4.9870124207157529E-004
   1.5848932639755825E-003   5.0334502636252359E-004
   1.5995581007148779E-003   5.0803176512924418E-004
   1.6143586295171524E-003   5.1276185475103810E-004
   1.6292961059255992E-003   5.1753569741829321E-004
   1.6443717971008106E-003   5.2235369665574040E-004
   1.6595869819282709E-003   5.2721626153675661E-004
   1.6749429511268476E-003   5.3212380445710305E-004
   1.6904410073582780E-003   5.3707674055784881E-004
   1.7060824653376851E-003   5.4207549108008289E-004
   1.7218686519450989E-003   5.4712047866680672E-004
   1.7378009063380197E-003   5.5221213174592662E-004
   1.7538805800650192E-003   5.5735088225576602E-004
   1.7701090371803941E-003   5.6253716497960658E-004
