  207    0.55549E+04    0.70506E+00    0.16201E-01   -0.33336E+01
  208    0.55624E+04    0.71388E+00    0.16373E-01   -0.19193E+01
  209    0.55694E+04    0.72385E+00    0.16546E-01   -0.48730E+00
  210    0.55757E+04    0.73500E+00    0.16719E-01    0.96162E+00
  211    0.55815E+04    0.74738E+00    0.16893E-01    0.24268E+01
  212    0.55866E+04    0.76100E+00    0.17068E-01    0.39076E+01
  213    0.55912E+04    0.77590E+00    0.17244E-01    0.54033E+01
  214    0.55952E+04    0.79212E+00    0.17420E-01    0.69132E+01
  215    0.55985E+04    0.80968E+00    0.17596E-01    0.84366E+01
  216    0.56013E+04    0.82862E+00    0.17774E-01    0.99729E+01
  217    0.56034E+04    0.84897E+00    0.17952E-01    0.11521E+02
  218    0.56050E+04    0.87076E+00    0.18130E-01    0.13081E+02
  219    0.56060E+04    0.89403E+00    0.18309E-01    0.14652E+02
  220    0.56064E+04    0.91879E+00    0.18489E-01    0.16233E+02
  221    0.56061E+04    0.94510E+00    0.18669E-01    0.17823E+02
  222    0.56053E+04    0.97297E+00    0.18849E-01    0.19422E+02
  223    0.56039E+04    0.10024E+01    0.19030E-01    0.21029E+02
  224    0.56020E+04    0.10335E+01    0.19212E-01    0.22643E+02
  225    0.55994E+04    0.10663E+01    0.19393E-01    0.24264E+02
  226    0.55962E+04    0.11008E+01    0.19576E-01    0.25891E+02
  227    0.55924E+04    0.11370E+01    0.19758E-01    0.27523E+02
  228    0.55881E+04    0.11749E+01    0.19941E-01    0.29160E+02
  229    0.55831E+04    0.12146E+01    0.20125E-01    0.30801E+02
  230    0.55776E+04    0.12562E+01    0.20308E-01    0.32445E+02
  231    0.55715E+04    0.12996E+01    0.20492E-01    0.34092E+02
  232    0.55648E+04    0.13449E+01    0.20676E-01    0.35741E+02
  233    0.55575E+04    0.13921E+01    0.20861E-01    0.37390E+02
  234    0.55496E+04    0.14413E+01    0.21046E-01    0.39041E+02
  235    0.55412E+04    0.14924E+01    0.21231E-01    0.40691E+02
  236    0.55321E+04    0.15456E+01    0.21416E-01    0.42340E+02
  237    0.55225E+04    0.16008E+01    0.21601E-01    0.43988E+02
  238    0.55123E+04    0.16580E+01    0.21786E-01    0.45633E+02
  239    0.55015E+04    0.17174E+01    0.21972E-01    0.47276E+02
  240    0.54902E+04    0.17789E+01    0.22158E-01    0.48915E+02
  241    0.54782E+04    0.18426E+01    0.22343E-01    0.50550E+02
  242    0.54657E+04    0.19085E+01    0.22529E-01    0.52180E+02
  243    0.54526E+04    0.19766E+01    0.22715E-01    0.53804E+02
  244    0.54389E+04    0.20470E+01    0.22901E-01    0.55422E+02
  245    0.54246E+04    0.21196E+01    0.23087E-01    0.57033E+02
  246    0.54098E+04    0.21946E+01    0.23273E-01    0.58636E+02
  247    0.53944E+04    0.22720E+01    0.23459E-01    0.60231E+02
  248    0.53784E+04    0.23517E+01    0.23644E-01    0.61816E+02
  249    0.53618E+04    0.24339E+01    0.23830E-01    0.63393E+02
  250    0.53447E+04    0.25185E+01    0.24015E-01    0.64958E+02
  251    0.53269E+04    0.26056E+01    0.24201E-01    0.66513E+02
  252    0.53087E+04    0.26951E+01    0.24386E-01    0.68056E+02
  253    0.52898E+04    0.27871E+01    0.24571E-01    0.69586E+02
  254    0.52705E+04    0.28814E+01    0.24756E-01    0.71104E+02
  255    0.52506E+04    0.29782E+01    0.24941E-01    0.72609E+02
  256    0.52301E+04    0.30773E+01    0.25125E-01    0.74099E+02
  257    0.52092E+04    0.31787E+01    0.25310E-01    0.75574E+02
  258    0.51878E+04    0.32824E+01    0.25494E-01    0.77035E+02
  259    0.51659E+04    0.33885E+01    0.25677E-01    0.78479E+02
  260    0.51435E+04    0.34967E+01    0.25861E-01    0.79907E+02
  261    0.51206E+04    0.36072E+01    0.26044E-01    0.81318E+02
  262    0.50973E+04    0.37199E+01    0.26226E-01    0.82711E+02
  263    0.50735E+04    0.38348E+01    0.26409E-01    0.84086E+02
  264    0.50493E+04    0.39518E+01    0.26591E-01    0.85442E+02
  265    0.50247E+04    0.40709E+01    0.26772E-01    0.86779E+02
  266    0.49996E+04    0.41921E+01    0.26954E-01    0.88096E+02
  267    0.49742E+04    0.43154E+01    0.27134E-01    0.89392E+02
  268    0.49483E+04    0.44408E+01    0.27315E-01    0.90666E+02
  269    0.49221E+04    0.45682E+01    0.27495E-01    0.91919E+02
  270    0.48955E+04    0.46975E+01    0.27674E-01    0.93150E+02
  271    0.48685E+04    0.48289E+01    0.27853E-01    0.94358E+02
  272    0.48412E+04    0.49621E+01    0.28032E-01    0.95541E+02
  273    0.48135E+04    0.50973E+01    0.28209E-01    0.96701E+02
  274    0.47855E+04    0.52344E+01    0.28387E-01    0.97836E+02
  275    0.47572E+04    0.53734E+01    0.28564E-01    0.98946E+02
  276    0.47286E+04    0.55142E+01    0.28740E-01    0.10003E+03
  277    0.46997E+04    0.56568E+01    0.28916E-01    0.10109E+03
